sentence_original,sentence_simplified,sentence_manual
"El dia de su nacimiento fue un dia de regocijo en toda la familia, y para sus vasallos que bendixeron al que tenía que heredar por mejores timbres las virtudes bienhechoras de su amable madre, y la afabilidad y caridad de su virmoso padre.","El día en que nació fue un día de alegría para toda la familia. También lo celebraron sus súbditos, quienes bendijeron al heredero por sus cualidades benefactoras heredadas de su amable madre y la amabilidad y generosidad de su virtuoso padre.","El día en que nació fue un día de alegría para toda la familia. También lo celebraron sus súbditos, quienes bendijeron al heredero por sus cualidades benefactoras heredadas de su amable madre y la amabilidad y generosidad de su honrado padre."
"En qualquier tierra, singularmente en las tempranas, deben empezar á aparejarse, y prevenirse con tiempo las cubas, vasijas, y demas ntensilios para la vendimi 2, á fin de que todo esté á punto; y en los terrenos humedos se alzarán las varas de las vides, para que no se pudra la uba.","En cualquier tierra, especialmente en las tempranas, es necesario comenzar a prepararse y anticiparse a tiempo para tener listas las cubas, vasijas y demás utensilios para la vendimia, con el fin de que todo esté preparado; y en los terrenos húmedos se levantarán las varas de las vides, para evitar que la uva se pudra.","En cualquier tierra, especialmente en las tempranas, es necesario comenzar a prepararse y anticiparse a tiempo para tener listas las cubas, vasijas y demás utensilios para la vendimia, con el fin de que todo esté preparado; y en los terrenos húmedos se levantarán las varas de las vides, para evitar que la uva se pudra."
"En el de la calle de la Cruz se representa la Comedia intitulada: la viuda sutil, ó las quatro Naciones, con una tonadilla, y un fin de fiesta; á las 7.","En el teatro de la calle de la Cruz se está presentando una obra de teatro llamada ""La viuda astuta"", o ""Las cuatro Naciones"", junto con una canción y un final de fiesta. La función comienza a las 7.","En el teatro de la calle de la Cruz se está presentando una obra de teatro llamada ""La viuda sutil o las cuatro Naciones"", junto con una canción y un final de fiesta. La función comienza a las 7."
"Un joven que es de edad de 28 años, solicita acomodarse en clase de mayordomo, page ó ayuda de camara en alguna casa decente, sabe peynar, afeytar, guisar y medianamente escribir, tiene personas de caracier que abonarán su buena conducta, y darán razon de este sugeto en la calle de la Cruz en la tienda de zapatos que está entrando por las quatro calles n. 31, junto la capilla de Ntra.","Un joven de 28 años está buscando trabajo como mayordomo, paje o ayudante de cámara en una casa respetable. Él sabe peinar, afeitar, cocinar y escribir más o menos bien. Tiene referencias de personas de confianza que pueden testificar sobre su buen comportamiento. Estas personas se encuentran en la calle de la Cruz, en la tienda de zapatos que está cerca de las cuatro calles, en el número 31, junto a la capilla de Nuestra Señora.","Un joven de 28 años está buscando trabajo como mayordomo, paje o ayudante de cámara en una casa respetable. Él sabe peinar, afeitar, cocinar y escribir más o menos bien. Tiene referencias de personas de confianza que pueden testificar sobre su buen comportamiento. Estas personas se encuentran en la calle de la Cruz, en la tienda de zapatos que está cerca de las cuatro calles, en el número 31, junto a la capilla de Nuestra Señora."
"pagandose de pronto en los terminos prevenidos en el real decreto de 18 delagosto del año próximo pasado, pero siendo al fiado por el tiempo prescripto en el mismo decreto es su capital 207141 rs.","Se pagará de inmediato según lo establecido en el real decreto del 18 de agosto del año pasado, pero se pagará a crédito por el tiempo estipulado en el mismo decreto, que es de 207141 rs.","Se pagará de inmediato según lo establecido en el real decreto del 18 de agosto del año pasado, pero se pagará a crédito por el tiempo estipulado en el mismo decreto. Su capital es de 207141 reales."
"Y en tanto que duren del mes riguroso Los calidos dias, será conveniente Que el agua se busque de pozo, ó de fuente, Cabando la tierra con brazo afanoso.","Durante el mes frío, será conveniente buscar agua de un pozo o una fuente, cavando la tierra con esfuerzo en los días calurosos.","Mientras duren los días calurosos del mes, será conveniente buscar agua de un pozo o una fuente, cavando la tierra con esfuerzo."
"baxo, se vende un fortepiano, organizado, nuevo, hecho en Londres por uno de los mejores autores; es todo primorosamente embutido de madera de Indias, de vários colores: tiene diferentes registros, icomo sordina y fuerte; se puede tocar el organo solo, ó con sordina, ó con fuerte, ó con la voz regular de dicho instrumento.","Se vende un piano antiguo y nuevo en perfecto estado en la parte baja. Este piano fue fabricado en Londres por uno de los mejores fabricantes. Está bellamente decorado con madera de la India en varios colores. Tiene diferentes registros, como el de sordina y el de fuerza. Se puede tocar el piano solo, con sordina, con fuerza o con la voz regular del instrumento mencionado.","Se vende un piano nuevo en perfecto estado. Este piano fue fabricado en Londres por uno de los mejores fabricantes. Está bellamente decorado con madera de la India en varios colores. Tiene diferentes registros, como el de sordina y fuerte. Se puede tocar el piano solo, con sordina, con fuerte o con la voz regular del instrumento mencionado."
"De esta antigualla francesa Arguiellan neuf (A guienal do) ha nacido otra usanza semejante, y bien singular que se hacia en el primer dia del año en algunas Diocesis de Francia para los cirios de las Iglesias.","De esta antigua costumbre francesa, llamada Arguiellan neuf (A guienal do), ha surgido otra tradición similar y muy peculiar que se llevaba a cabo en el primer día del año en algunas Diócesis de Francia para los cirios de las Iglesias.","De esta antigua costumbre francesa, llamada Arguiellan neuf (A guienal do), ha surgido otra tradición similar y muy peculiar que se llevaba a cabo en el primer día del año en algunas Diócesis de Francia para los cirios de las Iglesias."
"Método experimental de restaurar la vida á las personas cuya animacion está suspensa por alguna de las muchas enfermedades ó accidentes que frecuentemente causin una muerte solo aparente y no verdadera, como son eladas, afectadas y ahogadas; incluyese un proyecto de un establecimiento para impedir las frecuentes sufocaciones de los parbulitos que duermen en los mismos lechos con sus madres ó nodrizas: se hallará en la librería de Higuera, gradas de S. Felipe el real.","Se propone un método experimental para revivir a las personas que se encuentran en estado de suspensión de animación debido a diversas enfermedades o accidentes que causan una aparente muerte pero no una muerte real, como la congelación, asfixia o ahogamiento. Además, se incluye un proyecto para evitar las frecuentes asfixias de los bebés que duermen en la misma cama que sus madres o nodrizas. Este proyecto se puede encontrar en la librería de Higuera, en las gradas de S. Felipe el Real.","Se propone un método experimental para revivir a las personas que se encuentran en estado de suspensión de animación debido a diversas enfermedades o accidentes que causan una aparente muerte pero no una muerte real, como la congelación, asfixia o ahogamiento. Además, se incluye un proyecto para evitar las frecuentes asfixias de los bebés que duermen en la misma cama que sus madres o nodrizas. Este método se puede encontrar en la librería de Higuera, en las gradas de S. Felipe el Real."
"Sr. secretario de estado y del despocho de Marina, se ha servido S. M. mandar, que el Almanak civil para el año próximo venidero de 1818, correspondiente á la provincia de Madrid, Guadalajara, Cuenca, Toledo y Mancha alta y baja, dispuesto en el Real observatorio astronómico de la cludad de S. Fernando en virtad del privilegio esclusivo que le está concedido, y se diguó S. M. vonfirmar co de junio de 1814, se saque á pública subasta y remate en el mejor postor, llamando licitadores por medio de edictos y los periodions de esta corte; y á fin de que los que pretendan interesarse en esta subasta tengan el debido conocimiento del modo y forma con que S. M. quiere se verifique el remata o deben entender: 1.º Que la pensona á quien se adjudique el Almana como mejor postor gozará, ó sus delegados, del privilegio concedido por S. M. en 8 de junio de 1814 al Observatorio Real astronómico de Marina de la capital del departamenio de Cádiz.","Señor secretario de estado y del despacho de Marina, su majestad ha ordenado que el Almanak civil para el próximo año 1818, correspondiente a las provincias de Madrid, Guadalajara, Cuenca, Toledo y Mancha alta y baja, que se elabora en el Real observatorio astronómico de la ciudad de San Fernando en virtud del privilegio exclusivo concedido por su majestad el 8 de junio de 1814, se saque a pública subasta y remate al mejor postor. Se convoca a los licitadores a través de edictos y los periódicos de esta corte. Con el fin de que aquellos que pretendan participar en esta subasta tengan el conocimiento adecuado sobre cómo su majestad quiere que se lleve a cabo el remate, deben entender lo siguiente: en primer lugar, la persona a quien se le adjudique el Almanak como mejor postor gozará, o sus delegados, del privilegio concedido por su majestad el 8 de junio de 1814 al Observatorio Real astronómico de Marina de la capital del departamento de Cádiz.","Señor secretario de estado y del despacho de Marina, su majestad ha ordenado que el Calendario civil para el próximo año 1818, correspondiente a las provincias de Madrid, Guadalajara, Cuenca, Toledo y Mancha alta y baja, que se elabora en el Real observatorio astronómico de la ciudad de San Fernando, en virtud del privilegio exclusivo concedido por su majestad el 8 de junio de 1814, se saque a pública subasta y remate al mejor postor. Se convoca a los licitadores a través de anuncios en los periódicos de esta corte. Con el fin de que aquellos que pretendan participar en esta subasta tengan el conocimiento adecuado sobre cómo su majestad quiere que se lleve a cabo el remate, deben entender lo siguiente: en primer lugar, la persona a quien se le adjudique el Calendario como mejor postor y sus delegados tendrán el privilegio concedido por su majestad el 8 de junio de 1814 al Observatorio Real astronómico de Marina de la capital del departamento de Cádiz."
